REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	BK5957379	CHAIN PHARMACY	KERR DRUG	null	KERR DRUG #124	722 W INDEPENDENCE BLVD	MOUNT AIRY	NC	27030	SURRY	S	9143	00406052201	OXYCODONE	12.0	null	null	116548806	null	null	01102012	8.0685	1200.0	1201028899	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
RH0344781	DISTRIBUTOR	H. D. SMITH	null	670 BELLEVILLE TPKE	null	KEARNY	NJ	7032	HUDSON	BB9177266	RETAIL PHARMACY	BROOKDALERX INC	null	1275 LINDEN BLVD	ATTN: SUPERVISING PHARMACIST	BROOKLYN	NY	11212	KINGS	S	9143	00228287911	OXYCODONE	2.0	null	null	12X000166	null	null	11102012	5.379	200.0	14336	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	H. D. Smith	30.0
RW0186278	DISTRIBUTOR	WAL-MART WAREHOUSE #32	null	13231 11TH AVENUE	null	HANFORD	CA	93230	KINGS	BW6476697	CHAIN PHARMACY	WAL-MART PHARMACY 10-2527	null	951 AVENIDA PICO	null	SAN CLEMENTE	CA	92673	ORANGE	S	9193	00406036001	HYDROCODONE	4.0	null	null	null	null	null	03152012	1.8162	400.0	1203010913	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RM0336950	DISTRIBUTOR	MCKESSON CORPORATION	null	6775 JEFFERSON METROPOLITAN	null	MCCALLA	AL	35111	JEFFERSON	BB1055400	RETAIL PHARMACY	B & B DISCOUNT DRUGS	null	98 SOUTH FOREST AVENUE	null	LUVERNE	AL	36049	CRENSHAW	S	9193	00406036101	HYDROCODONE	2.0	null	null	null	null	null	10122012	1.2108	200.0	1210013579	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
PM0021535	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3775 SEAPORT BLVD	WEST SACRAMENTO	CA	95691	YOLO	BT5234935	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5941	135 SUNSET AVENUE	null	SUISUN CITY	CA	94585	SOLANO	S	9143	53746020401	OXYCODONE	5.0	null	null	123498666	null	null	08282012	4.4825	500.0	1208035578	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	McKesson Corporation	10.0
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BE7017468	RETAIL PHARMACY	EASTERN SHORE PHARMACY INC	null	400 EASTERN SHORE DRIVE	SUITE 103	SALISBURY	MD	21804	WICOMICO	S	9143	00406055201	OXYCODONE	5.0	null	null	12X000069	null	null	08222012	2.24125	500.0	1208019590	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
RS0190443	DISTRIBUTOR	SAJ DISTRIBUTORS	null	3022 NORTH MIDLAND DRIVE	PO BOX 939	PINE BLUFF	AR	71603	JEFFERSON	FS3492282	CHAIN PHARMACY	STEPHEN L LA FRANCE PHARMACY INC.	DBA: ELLISVILLE DRUG #15828	POWERED BY WALGREENS	915 HILL STREET	ELLISVILLE	MS	39437	JONES	S	9193	00591054005	HYDROCODONE	8.0	null	null	null	null	null	10222012	24.215999999999998	4000.0	5860	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	SAJ Distributors	10.0
RK0416900	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	DBA KINRAY	152-35 10TH AVENUE	null	WHITESTONE	NY	11357	QUEENS	FM1343514	RETAIL PHARMACY	MSB RX CORP	PHARMACY	112-53 QUEENS BLVD	null	FOREST HILLS	NY	11375	QUEENS	S	9143	59011048010	OXYCODONE	2.0	null	null	12X000068	null	null	03072012	14.344000000000001	200.0	20103	OXYCONTIN 80MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
RM0138328	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	4012 S PURDUE AVE	OKLAHOMA CITY	OK	73179	OKLAHOMA	BH8007204	RETAIL PHARMACY	HOMELAND PHARMACY #200	null	1724 WEST LINDSEY	null	NORMAN	OK	73069	CLEVELAND	S	9143	00228287811	OXYCODONE	3.0	null	null	12X000105	null	null	06262012	4.03425	300.0	1206009080	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15.0
RT0424820	DISTRIBUTOR	THRIFTY WHITE WAREHOUSE #899	null	6055 NATHAN LANE N	SUITE 200B	PLYMOUTH	MN	55442	HENNEPIN	BW6853382	RETAIL PHARMACY	WHITE DRUG #50	null	107 2ND ST SE	null	RUGBY	ND	58368	PIERCE	S	9193	00603389721	HYDROCODONE	1.0	null	null	null	null	null	04052012	0.136215	30.0	6314	HYDROCODONE BIT/IBUPROFEN 7.5MG/200M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Thrifty White Warehouse	7.5
RH0277067	DISTRIBUTOR	HEB GROCERY COMPANY, LP	HEB PHARMACY WAREHOUSE	6520 FRATT RD	null	SAN ANTONIO	TX	78218	BEXAR	BH7488249	CHAIN PHARMACY	H E B PHARMACY #205	null	721 CASTROVILLE ROAD	null	SAN ANTONIO	TX	78237	BEXAR	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	null	05302012	0.3027	100.0	838	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	HEB Grocery Company, LP	5.0
RW0243903	DISTRIBUTOR	CARDINAL HEALTH	null	4 CARDINAL HEALTH CT.	null	GREENSBORO	NC	27407	GUILFORD	BK2862654	CHAIN PHARMACY	KMART PHARMACY	null	1650 GENERAL BOOTH BLVD	null	VIRGINIA BEACH	VA	23454	VIRGINIA BEACH CITY	S	9193	43386035001	HYDROCODONE	1.0	null	null	null	null	null	02102012	0.3027	100.0	1202040901	HYDROCODONE BIT/HOMATROPINE METHYLBR	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Lupin Pharmaceuticals,Inc.	Lupin Pharmaceuticals,Inc.	Cardinal Health	5.0
RH0389773	DISTRIBUTOR	HBC SERVICE COMPANY	DIV. OF GIANT EAGLE, INC.	601A MEADOWLANDS BOULEVARD	null	WASHINGTON	PA	15301	WASHINGTON	BG2561430	CHAIN PHARMACY	GIANT EAGLE PHARMACY #0047	null	100 SETTLERS RIDGE CENTER DRIVE	null	PITTSBURGH	PA	15205	ALLEGHENY	S	9193	00406036701	HYDROCODONE	1.0	null	null	null	null	null	05202012	0.6054	100.0	7084	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	HBC Service Company	10.0
RH0197170	DISTRIBUTOR	CVS INDIANA	null	7590 EMPIRE DR, DOORS 116-123	null	INDIANAPOLIS	IN	46219	MARION	AH6316132	CHAIN PHARMACY	HOOK-SUPERX, L.L.C.	DBA: CVS/PHARMACY  # 06913	1615 S. LAKE PARK AVE.	null	HOBART	IN	46342	LAKE	S	9193	00406036201	HYDROCODONE	6.0	null	null	null	null	null	10032012	3.6324	600.0	96202	HYDROCOD.BIT.& APAP,10MG/660MG/TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	10.0
PR0003032	DISTRIBUTOR	ROCHESTER DRUG CO-OPERATIVE INC	null	50 JETVIEW DRIVE	null	ROCHESTER	NY	14624	MONROE	AM2219904	RETAIL PHARMACY	MODEN-GIROUX INC	null	DBA/MIDDLEPORT FAMILY HEALTH C	81 ROCHESTER RD PO BOX 188	MIDDLEPORT	NY	14105	NIAGARA	S	9193	00603389132	HYDROCODONE	1.0	null	null	null	null	null	08212012	4.5405	1000.0	6692	HYDROCODONE BITARTRATE & ACETA 7.5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Rochester Drug Co-Operative Inc	7.5
RM0314790	DISTRIBUTOR	MORRIS & DICKSON CO	null	10301 HIGHWAY 1 SOUTH	null	SHREVEPORT	LA	71115	CADDO	BB6198647	CHAIN PHARMACY	BROOKSHIRE BROTHERS PHARMACY #32	null	105 HURST	null	CENTER	TX	75935	SHELBY	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	null	10082012	0.3027	100.0	20181	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Morris & Dickson Co	5.0
RS0190443	DISTRIBUTOR	SAJ DISTRIBUTORS	null	3022 NORTH MIDLAND DRIVE	PO BOX 939	PINE BLUFF	AR	71603	JEFFERSON	FU1463405	CHAIN PHARMACY	SUPER D DRUGS ACQUISITION CO.	DBA WALGREENS #15791	1601 MAIN STREET	null	LITTLE ROCK	AR	72206	PULASKI	S	9193	00603388728	HYDROCODONE	1.0	null	null	null	null	null	05152012	3.0269999999999997	500.0	8029	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	SAJ Distributors	10.0
RK0233180	DISTRIBUTOR	KROGER LIMITED PARTNERSHIP I	null	DBA PEYTON'S SOUTHEASTERN	153 REFRESHMENT LANE	CLEVELAND	TN	37311	BRADLEY	BK7938004	CHAIN PHARMACY	KROGER PHARMACY #893	null	1919 FAITHON P LUCAS BLVD	null	MESQUITE	TX	75181	DALLAS	S	9193	00406035805	HYDROCODONE	1.0	null	null	null	null	null	01112012	2.27025	500.0	26340	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Kroger	7.5
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW7874591	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 06720	16824 HWY 99	null	LYNNWOOD	WA	98037	SNOHOMISH	S	9143	10702005601	OXYCODONE	6.0	null	null	121787574	null	null	05252012	5.379	600.0	79998	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Walgreen Co	10.0
RS0261379	DISTRIBUTOR	SMITH'S FOOD & DRUG CTR'S INC	null	D/B/A PEYTON'S PHOENIX	5305 W BUCKEYE RD	PHOENIX	AZ	85043	MARICOPA	BF4034889	CHAIN PHARMACY	FRED MEYER STORES	null	16600 S E MCGILLIVRAY BLVD	null	VANCOUVER	WA	98683	CLARK	S	9193	00406035705	HYDROCODONE	2.0	null	null	null	null	null	05162012	3.0269999999999997	1000.0	10040	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Smith's Food & Drug Ctr's Inc	5.0
RA0210409	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	2100 DIRECTORS ROW	null	ORLANDO	FL	32809	ORANGE	FR1222467	RETAIL PHARMACY	RISE N SHINE PHARMACY	null	17913 NW 7TH STREET, SUITE 104	SUITE 104	PEMBROKE PINES	FL	33029	BROWARD	S	9143	00378710301	OXYCODONE	1.0	null	null	12X000148	null	null	05152012	0.224125	100.0	2723	OXYCODONE HCL/ACETAMINOPHEN 2.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	Mylan Pharmaceuticals, Inc.	Mylan Pharmaceuticals, Inc.	AmerisourceBergen Drug	2.5
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW5566003	CHAIN PHARMACY	WAL-MART PHARMACY 10-0516	null	1200 W. MAIN	P.O. BOX 5005	MABANK	TX	75156	HENDERSON	S	9193	00406035705	HYDROCODONE	2.0	null	null	null	null	null	03152012	3.0269999999999997	1000.0	1203009957	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW5451644	CHAIN PHARMACY	WAL-MART PHARMACY 10-0264	null	175 BEASLEY DR	null	DICKSON	TN	37055	DICKSON	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	02172012	1.5135	500.0	1202010414	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
PM0021535	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3775 SEAPORT BLVD	WEST SACRAMENTO	CA	95691	YOLO	BT5236561	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5923	1560 SYCAMORE AVENUE	null	HERCULES	CA	94547	CONTRA COSTA	S	9143	00406052301	OXYCODONE	5.0	null	null	116177719	null	null	01162012	4.4825	500.0	1201021484	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW0446864	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04490	1100 SILAS DEANE HWY	null	WETHERSFIELD	CT	6109	HARTFORD	S	9143	00591082401	OXYCODONE	1.0	null	null	122932842	null	null	10292012	0.672375	100.0	140923	OXYCODONE.HCL/APAP TABLETS, 7.5MG/50	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW5522188	CHAIN PHARMACY	WAL-MART PHARMACY 10-1165	null	1165 WAL-MART WAY	null	RADCLIFF	KY	40160	HARDIN	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	02032012	1.5135	500.0	1202007162	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
RW0152467	DISTRIBUTOR	WALGREEN CO	null	DBA WALGREENS	5100 LAKE TERRACE NE	MOUNT VERNON	IL	62864	JEFFERSON	AW3210414	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05789	1800 N MISSOURI ST.	STUITE # 2	WEST MEMPHIS	AR	72301	CRITTENDEN	S	9193	00093516101	HYDROCODONE	1.0	null	null	null	null	null	03212012	0.45405	100.0	13977	HYDROCODONE BIT./IBUPROFEN;7.5MG & 2	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Teva Pharmaceuticals USA, Inc.	Teva	Walgreen Co	7.5
RA0363301	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	120 TRANS AIR DRIVE	null	MORRISVILLE	NC	27560	WAKE	FR0480525	RETAIL PHARMACY	ROCKY POINT PAVILION PHARMACY	null	7910 US HWY 117	SUITE 110	ROCKY POINT	NC	28457	PENDER	S	9143	00406058201	OXYCODONE	3.0	null	null	12X500028	null	null	05012012	2.017125	300.0	856	OXYCODONE AND ACETA 7.5MG / 500MG TA	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	AmerisourceBergen Drug	7.5
PS0001723	DISTRIBUTOR	SMITH DRUG COMPANY	null	DIVISION JM SMITH CORP	9098 FAIRFOREST ROAD	SPARTANBURG	SC	29301	SPARTANBURG	BG7187051	RETAIL PHARMACY	GREAT FALLS PHARMACY	null	503 CHESTER AVENUE	SUITE A	GREAT FALLS	SC	29055	CHESTER	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	null	12032012	2.27025	500.0	1212000489	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Smith Drug Company	7.5
RD0108200	DISTRIBUTOR	CARDINAL HEALTH	null	11 CENTENNIAL DRIVE	null	PEABODY	MA	1960	ESSEX	BC5747348	CHAIN PHARMACY	CVS PHARMACY, INC.	DBA: CVS/PHARMACY  # 02138	8 PILGRIM HILL ROAD	null	PLYMOUTH	MA	2360	PLYMOUTH	S	9143	59011041010	OXYCODONE	3.0	null	null	124742687	null	null	10302012	2.6895	300.0	1210089730	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	10.0
RW0243725	DISTRIBUTOR	CARDINAL HEALTH	null	2901 ENLOE ST	null	HUDSON	WI	54016	SAINT CROIX	BK2815718	CHAIN PHARMACY	KMART PHARMACY	null	1403 WEST LINCOLN AVE	null	FERGUS FALLS	MN	56537	OTTER TAIL	S	9143	60951071270	OXYCODONE	2.0	null	null	124109615	null	null	09112012	1.7930000000000001	200.0	1209007120	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW3711808	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 02927	4810 WASHINGTON AVE	null	RACINE	WI	53406	RACINE	S	9143	59011041010	OXYCODONE	4.0	null	null	123287375	null	null	07232012	3.5860000000000003	400.0	61704	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Walgreen Co	10.0
PR0104593	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	280 DIVIDEND RD	ROCKY HILL	CT	6067	HARTFORD	BC7837593	CHAIN PHARMACY	COSTCO WHOLESALE CORPORATION	null	DBA COSTCO WHOLESALE #326	1 WESTCHESTER AVE	PORT CHESTER	NY	10573	WESTCHESTER	S	9193	00406036001	HYDROCODONE	3.0	null	null	null	null	null	09102012	1.36215	300.0	1209008804	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	7.5
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	BR4920496	CHAIN PHARMACY	RITE AID OF KENTUCKY, INC.	RITE AID #4644	701 VALLEY COLLEGE DRIVE	null	LOUISVILLE	KY	40272	JEFFERSON	S	9193	50474091001	HYDROCODONE	1.0	null	null	null	null	null	10312012	0.6054	100.0	53939	LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	UCB, Inc.	UCB, Inc.	Rite Aid	10.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	AH2163195	RETAIL PHARMACY	HEADS PHARMACY	null	501 NW H STREET	null	STIGLER	OK	74462	HASKELL	S	9193	00591054005	HYDROCODONE	1.0	null	null	null	null	null	01122012	3.0269999999999997	500.0	32888	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
PR0205559	DISTRIBUTOR	CVS TN DISTRIBUTION, LLC	null	10017 KINGSTON PIKE	null	KNOXVILLE	TN	37922	KNOX	AP2320733	CHAIN PHARMACY	MARYLAND CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01489	6516 LANDOVER ROAD	null	LANDOVER	MD	20785	PRINCE GEORGES	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	null	06132012	2.27025	500.0	8500	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BW0884456	CHAIN PHARMACY	WAL-MART PHARMACY 10-1019	null	3105 HWY 50 EAST	null	CANON CITY	CO	81212	FREMONT	S	9143	10702005601	OXYCODONE	3.0	null	null	122083561	null	null	07032012	2.6895	300.0	1207119115	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	10.0
RA0290837	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1825 S. 43RD AVE, STE B	null	PHOENIX	AZ	85009	MARICOPA	BP9543326	RETAIL PHARMACY	ONEPOINT PATIENT CARE	null	3006 S PRIEST DR	null	TEMPE	AZ	85282	MARICOPA	S	9143	59011043010	OXYCODONE	6.0	null	null	12X001520	null	null	08092012	16.137	600.0	4071	OXYCONTIN 30MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	AmerisourceBergen Drug	30.0
RA0287020	DISTRIBUTOR	ANDA PHARMACEUTICALS INC	null	6500 ADELAIDE COURT	null	GROVEPORT	OH	43125	FRANKLIN	BK9356103	RETAIL PHARMACY	KEN'S SAV-ON	null	2221 WEST BEEBE-CAPPS EXPRESSWAY	null	SEARCY	AR	72143	WHITE	S	9193	00406036305	HYDROCODONE	1.0	null	null	null	null	null	02212012	3.0269999999999997	500.0	1202038443	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Anda, Inc	10.0
RM0173055	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	400 DELRAN PARKWAY	DELRAN	NJ	8075	BURLINGTON	BR5421021	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #11060	205 CENTER STREET	null	TAMAQUA	PA	18252	SCHUYLKILL	S	9143	59011044010	OXYCODONE	3.0	null	null	120949517	null	null	06122012	10.758	300.0	1206063605	OXYCONTIN 40MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	40.0
PW0211158	DISTRIBUTOR	WALGREEN CO	null	DBA WALGREENS	4400 STATE RD 19	WINDSOR	WI	53598	DANE	AW4044056	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 00359	2545 E EUCLID	null	DES MOINES	IA	50317	POLK	S	9193	00591320201	HYDROCODONE	11.0	null	null	null	null	null	10302012	3.3297	1100.0	829	HYDROCODONE BITARTRATE AND ACETA 5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RH0340896	DISTRIBUTOR	H. D. SMITH	null	8 MARIN WAY	null	STRATHAM	NH	3885	ROCKINGHAM	AT5420221	RETAIL PHARMACY	T C FLYNN PHARMACY	null	173 ELM ST	null	PITTSFIELD	MA	1201	BERKSHIRE	S	9143	59011042010	OXYCODONE	2.0	null	null	12X000155	null	null	11282012	3.5860000000000003	200.0	7894	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	H. D. Smith	20.0
RW0165731	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	#28	801 COR-DA BOULEVARD	CRAWFORDSVILLE	IN	47933	MONTGOMERY	BW3360461	CHAIN PHARMACY	WAL-MART PHARMACY 10-1861	null	5815 NORELL AVENUE	null	OAK PARK HEIGHTS	MN	55082	WASHINGTON	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	02272012	1.5135	500.0	1202008320	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
RC0315108	DISTRIBUTOR	CVS PHARMACY, INC.	null	225 HARPERS LANDING BLVD	null	CONROE	TX	77385	MONTGOMERY	BC5353557	CHAIN PHARMACY	CVS PHARMACY, INC.	DBA: CVS/PHARMACY  # 07299	7202 SAN PEDRO	null	SAN ANTONIO	TX	78216	BEXAR	S	9193	00603388721	HYDROCODONE	51.0	null	null	null	null	null	08282012	30.8754	5100.0	16864	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	CVS	10.0
